id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
5214,727,8/30/2013 9:48,South Van Ness at Market,66,8/30/2013 10:00,Market at 4th,76,392,Subscriber,94103
6452,727,8/30/2013 22:10,Mountain View City Hall,27,8/30/2013 22:22,Mountain View City Hall,27,149,Subscriber,94041
6244,731,8/30/2013 17:30,Market at Sansome,77,8/30/2013 17:42,Embarcadero at Bryant,54,432,Customer,92612
6029,736,8/30/2013 16:05,Market at 4th,76,8/30/2013 16:17,Steuart at Market,74,618,Customer,11229
6215,736,8/30/2013 17:21,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 17:33,Powell Street BART,39,634,Subscriber,94117
6294,736,8/30/2013 18:16,San Pedro Square,6,8/30/2013 18:28,Paseo de San Antonio,7,652,Customer,
5263,740,8/30/2013 10:30,Embarcadero at Sansome,60,8/30/2013 10:42,Grant Avenue at Columbus Avenue,73,260,Customer,
6158,741,8/30/2013 16:44,Embarcadero at Sansome,60,8/30/2013 16:57,Embarcadero at Bryant,54,579,Subscriber,94105
5814,745,8/30/2013 14:31,Beale at Market,56,8/30/2013 14:44,San Francisco Caltrain 2 (330 Townsend),69,401,Customer,94597
5709,746,8/30/2013 13:50,Harry Bridges Plaza (Ferry Building),50,8/30/2013 14:02,Harry Bridges Plaza (Ferry Building),50,586,Subscriber,94703
5187,749,8/30/2013 8:52,Davis at Jackson,42,8/30/2013 9:04,2nd at Townsend,61,505,Customer,
6231,750,8/30/2013 17:23,Yerba Buena Center of the Arts (3rd @ Howard),68,8/30/2013 17:35,Davis at Jackson,42,573,Customer,94941
6463,750,8/30/2013 23:05,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 23:18,Beale at Market,56,401,Customer,94597
6259,751,8/30/2013 17:48,Market at Sansome,77,8/30/2013 18:01,San Francisco Caltrain 2 (330 Townsend),69,289,Customer,94158
6122,755,8/30/2013 16:34,Temporary Transbay Terminal (Howard at Beale),55,8/30/2013 16:47,Powell Street BART,39,376,Customer,94901
6344,757,8/30/2013 18:50,Civic Center BART (7th at Market),72,8/30/2013 19:02,Powell at Post (Union Square),71,316,Customer,90066
6357,757,8/30/2013 19:01,Clay at Battery,41,8/30/2013 19:14,Powell at Post (Union Square),71,577,Customer,8024
5703,758,8/30/2013 13:45,Embarcadero at Sansome,60,8/30/2013 13:57,Post at Kearney,47,448,Subscriber,94582
6363,763,8/30/2013 19:09,Civic Center BART (7th at Market),72,8/30/2013 19:22,Steuart at Market,74,417,Subscriber,94114
6364,763,8/30/2013 19:09,Civic Center BART (7th at Market),72,8/30/2013 19:22,Steuart at Market,74,622,Subscriber,94114
6395,763,8/30/2013 19:33,Powell at Post (Union Square),71,8/30/2013 19:45,Grant Avenue at Columbus Avenue,73,528,Customer,90066
5479,764,8/30/2013 12:05,Howard at 2nd,63,8/30/2013 12:18,Grant Avenue at Columbus Avenue,73,616,Customer,94133
5221,768,8/30/2013 9:54,Market at 4th,76,8/30/2013 10:07,2nd at Townsend,61,578,Customer,85224
6365,769,8/30/2013 19:11,Harry Bridges Plaza (Ferry Building),50,8/30/2013 19:24,Post at Kearney,47,397,Customer,92111
5186,770,8/30/2013 8:51,South Van Ness at Market,66,8/30/2013 9:04,2nd at Folsom,62,360,Subscriber,94122
5156,776,8/30/2013 8:18,Steuart at Market,74,8/30/2013 8:30,Grant Avenue at Columbus Avenue,73,523,Subscriber,94122
5183,776,8/30/2013 8:44,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 8:57,Post at Kearney,47,583,Subscriber,95125
6267,777,8/30/2013 17:55,Steuart at Market,74,8/30/2013 18:08,Embarcadero at Sansome,60,285,Subscriber,94597
6394,778,8/30/2013 19:32,Powell at Post (Union Square),71,8/30/2013 19:45,Grant Avenue at Columbus Avenue,73,577,Customer,90066
6295,781,8/30/2013 18:16,Japantown,9,8/30/2013 18:29,MLK Library,11,638,Customer,95112
5124,783,8/30/2013 6:56,Embarcadero at Sansome,60,8/30/2013 7:09,San Francisco Caltrain (Townsend at 4th),70,343,Customer,94111
6243,786,8/30/2013 17:29,Market at Sansome,77,8/30/2013 17:42,Embarcadero at Bryant,54,557,Customer,92612
6423,787,8/30/2013 20:49,Embarcadero at Sansome,60,8/30/2013 21:02,Beale at Market,56,611,Subscriber,94597
5477,794,8/30/2013 12:05,Howard at 2nd,63,8/30/2013 12:18,Grant Avenue at Columbus Avenue,73,310,Customer,94133
6242,796,8/30/2013 17:25,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 17:39,Embarcadero at Sansome,60,371,Customer,94111
6424,798,8/30/2013 20:50,Embarcadero at Sansome,60,8/30/2013 21:03,Beale at Market,56,385,Customer,94565
5170,805,8/30/2013 8:28,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 8:42,South Van Ness at Market,66,343,Subscriber,94124
5220,807,8/30/2013 9:54,Market at 4th,76,8/30/2013 10:07,2nd at Townsend,61,429,Customer,85224
6432,808,8/30/2013 21:10,Embarcadero at Sansome,60,8/30/2013 21:23,2nd at Folsom,62,561,Subscriber,94107
6200,811,8/30/2013 17:11,Embarcadero at Vallejo,48,8/30/2013 17:25,5th at Howard,57,447,Customer,98101
5821,815,8/30/2013 14:33,Harry Bridges Plaza (Ferry Building),50,8/30/2013 14:47,Civic Center BART (7th at Market),72,586,Customer,
6037,816,8/30/2013 16:08,South Van Ness at Market,66,8/30/2013 16:21,Market at Sansome,77,432,Customer,
6044,818,8/30/2013 16:10,Townsend at 7th,65,8/30/2013 16:24,San Francisco City Hall,58,361,Customer,94118
6377,821,8/30/2013 19:20,Post at Kearney,47,8/30/2013 19:33,South Van Ness at Market,66,311,Subscriber,94133
5526,822,8/30/2013 12:23,St James Park,13,8/30/2013 12:36,San Pedro Square,6,650,Customer,95070
5177,824,8/30/2013 8:38,South Van Ness at Market,66,8/30/2013 8:52,San Francisco Caltrain 2 (330 Townsend),69,342,Customer,94702
6420,826,8/30/2013 20:37,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 20:51,Market at 10th,67,427,Customer,94107
5126,828,8/30/2013 7:00,2nd at Townsend,61,8/30/2013 7:14,Beale at Market,56,338,Customer,94107
5871,830,8/30/2013 15:04,Powell at Post (Union Square),71,8/30/2013 15:18,South Van Ness at Market,66,320,Customer,94606
6254,831,8/30/2013 17:40,Embarcadero at Sansome,60,8/30/2013 17:53,Steuart at Market,74,372,Customer,94131
6268,837,8/30/2013 17:55,Steuart at Market,74,8/30/2013 18:09,Embarcadero at Sansome,60,277,Customer,94565
5179,842,8/30/2013 8:40,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 8:54,Market at Sansome,77,535,Customer,94158
6433,845,8/30/2013 21:10,San Pedro Square,6,8/30/2013 21:24,Paseo de San Antonio,7,683,Customer,95112
5952,846,8/30/2013 15:24,Powell Street BART,39,8/30/2013 15:38,Market at 10th,67,572,Customer,94523
5452,847,8/30/2013 11:57,South Van Ness at Market,66,8/30/2013 12:11,Howard at 2nd,63,598,Subscriber,94114
5137,848,8/30/2013 7:42,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 7:57,South Van Ness at Market,66,392,Customer,94303
6436,857,8/30/2013 21:12,South Van Ness at Market,66,8/30/2013 21:27,Grant Avenue at Columbus Avenue,73,311,Subscriber,94133
6120,859,8/30/2013 16:32,Davis at Jackson,42,8/30/2013 16:47,Powell Street BART,39,413,Customer,
5530,860,8/30/2013 12:25,Embarcadero at Sansome,60,8/30/2013 12:40,Powell at Post (Union Square),71,490,Customer,94608
6135,864,8/30/2013 16:39,Market at Sansome,77,8/30/2013 16:54,Embarcadero at Vallejo,48,447,Subscriber,94123
6417,869,8/30/2013 20:23,Market at Sansome,77,8/30/2013 20:38,Market at 4th,76,280,Subscriber,94105
5829,871,8/30/2013 14:36,Temporary Transbay Terminal (Howard at Beale),55,8/30/2013 14:51,Embarcadero at Sansome,60,624,Customer,94611
6435,872,8/30/2013 21:12,South Van Ness at Market,66,8/30/2013 21:27,Grant Avenue at Columbus Avenue,73,507,Subscriber,94102
6201,876,8/30/2013 17:11,Embarcadero at Vallejo,48,8/30/2013 17:25,5th at Howard,57,494,Customer,98101
5153,879,8/30/2013 8:14,San Francisco City Hall,58,8/30/2013 8:29,Market at Sansome,77,585,Subscriber,94115
6255,880,8/30/2013 17:42,Temporary Transbay Terminal (Howard at Beale),55,8/30/2013 17:57,Mechanics Plaza (Market at Battery),75,358,Subscriber,94703
6261,882,8/30/2013 17:49,Grant Avenue at Columbus Avenue,73,8/30/2013 18:03,Steuart at Market,74,616,Subscriber,94133
5164,884,8/30/2013 8:24,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 8:39,Temporary Transbay Terminal (Howard at Beale),55,358,Customer,94002
6185,885,8/30/2013 17:04,Mechanics Plaza (Market at Battery),75,8/30/2013 17:18,Steuart at Market,74,550,Customer,94108
6119,890,8/30/2013 16:32,Davis at Jackson,42,8/30/2013 16:47,Powell Street BART,39,507,Customer,
5495,892,8/30/2013 12:14,South Van Ness at Market,66,8/30/2013 12:29,Spear at Folsom,49,323,Subscriber,94117
6472,892,8/30/2013 23:40,Powell Street BART,39,8/30/2013 23:55,Commercial at Montgomery,45,413,Subscriber,94133
5135,893,8/30/2013 7:35,San Francisco City Hall,58,8/30/2013 7:50,Post at Kearney,47,578,Subscriber,94117
6006,893,8/30/2013 15:48,Market at 4th,76,8/30/2013 16:03,Embarcadero at Sansome,60,529,Subscriber,94301
6145,895,8/30/2013 16:40,Steuart at Market,74,8/30/2013 16:55,5th at Howard,57,460,Customer,94117
6391,895,8/30/2013 19:31,Beale at Market,56,8/30/2013 19:46,Powell at Post (Union Square),71,416,Customer,94109
6108,897,8/30/2013 16:28,Temporary Transbay Terminal (Howard at Beale),55,8/30/2013 16:43,San Francisco Caltrain (Townsend at 4th),70,271,Customer,94025
6379,898,8/30/2013 19:20,San Salvador at 1st,8,8/30/2013 19:35,SJSU - San Salvador at 9th,16,679,Customer,95112
6188,902,8/30/2013 17:05,Embarcadero at Sansome,60,8/30/2013 17:20,Market at 4th,76,411,Customer,33990
5490,907,8/30/2013 12:12,Market at Sansome,77,8/30/2013 12:27,2nd at Townsend,61,470,Customer,94941
6005,908,8/30/2013 15:48,Market at 4th,76,8/30/2013 16:03,Embarcadero at Sansome,60,477,Customer,94301
6458,911,8/30/2013 22:37,Powell Street BART,39,8/30/2013 22:52,Market at 4th,76,617,Subscriber,94103
5313,916,8/30/2013 10:43,San Francisco City Hall,58,8/30/2013 10:59,Beale at Market,56,473,Customer,
6208,916,8/30/2013 17:13,Powell Street BART,39,8/30/2013 17:28,Market at 4th,76,407,Subscriber,94102
6252,916,8/30/2013 17:39,Embarcadero at Sansome,60,8/30/2013 17:55,Steuart at Market,74,487,Customer,94131
6007,928,8/30/2013 15:49,Howard at 2nd,63,8/30/2013 16:05,Embarcadero at Sansome,60,383,Customer,94133
6329,928,8/30/2013 18:42,University and Emerson,35,8/30/2013 18:57,Park at Olive,38,161,Subscriber,94040
5201,939,8/30/2013 9:14,Spear at Folsom,49,8/30/2013 9:29,Market at Sansome,77,608,Subscriber,94105
6370,941,8/30/2013 19:17,Davis at Jackson,42,8/30/2013 19:33,Powell at Post (Union Square),71,506,Customer,94107
5696,944,8/30/2013 13:38,2nd at Townsend,61,8/30/2013 13:53,Harry Bridges Plaza (Ferry Building),50,411,Customer,94114
6478,944,8/30/2013 23:51,Grant Avenue at Columbus Avenue,73,8/31/2013 0:07,South Van Ness at Market,66,448,Subscriber,94102
6291,945,8/30/2013 18:13,Japantown,9,8/30/2013 18:29,MLK Library,11,52,Customer,93726
5841,949,8/30/2013 14:46,Civic Center BART (7th at Market),72,8/30/2013 15:02,San Francisco Caltrain 2 (330 Townsend),69,325,Customer,94118
6064,951,8/30/2013 16:14,Beale at Market,56,8/30/2013 16:29,South Van Ness at Market,66,473,Subscriber,94107
6189,952,8/30/2013 17:06,Post at Kearney,47,8/30/2013 17:22,Grant Avenue at Columbus Avenue,73,448,Customer,94133
6302,954,8/30/2013 18:18,Clay at Battery,41,8/30/2013 18:34,San Francisco Caltrain 2 (330 Townsend),69,550,Customer,94107
6290,961,8/30/2013 18:12,Embarcadero at Sansome,60,8/30/2013 18:28,Beale at Market,56,416,Customer,94707
5602,965,8/30/2013 13:08,Market at Sansome,77,8/30/2013 13:24,Market at Sansome,77,341,Subscriber,94117
6240,972,8/30/2013 17:25,Grant Avenue at Columbus Avenue,73,8/30/2013 17:41,Steuart at Market,74,484,Subscriber,94133
6418,972,8/30/2013 20:34,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 20:50,Market at 10th,67,566,Customer,94118
5198,973,8/30/2013 9:08,Beale at Market,56,8/30/2013 9:24,Market at 10th,67,412,Subscriber,94703
5544,981,8/30/2013 12:37,Market at 4th,76,8/30/2013 12:53,South Van Ness at Market,66,395,Subscriber,94703
6451,985,8/30/2013 22:03,Powell at Post (Union Square),71,8/30/2013 22:19,Yerba Buena Center of the Arts (3rd @ Howard),68,316,Customer,94107
5353,991,8/30/2013 10:56,Powell Street BART,39,8/30/2013 11:13,Beale at Market,56,506,Customer,92612
6355,995,8/30/2013 19:00,Embarcadero at Sansome,60,8/30/2013 19:16,Davis at Jackson,42,506,Customer,94107
6198,998,8/30/2013 17:11,Golden Gate at Polk,59,8/30/2013 17:28,San Francisco Caltrain (Townsend at 4th),70,631,Customer,95618
6339,1010,8/30/2013 18:47,Market at Sansome,77,8/30/2013 19:04,Embarcadero at Vallejo,48,272,Customer,90027
5700,1014,8/30/2013 13:41,Arena Green / SAP Center,14,8/30/2013 13:58,Paseo de San Antonio,7,185,Subscriber,95112
5252,1016,8/30/2013 10:20,South Van Ness at Market,66,8/30/2013 10:37,2nd at Townsend,61,411,Subscriber,94127
6246,1018,8/30/2013 17:36,Embarcadero at Folsom,51,8/30/2013 17:53,San Francisco Caltrain 2 (330 Townsend),69,580,Subscriber,94105
6372,1018,8/30/2013 19:18,San Salvador at 1st,8,8/30/2013 19:35,SJSU - San Salvador at 9th,16,12,Customer,95112
5790,1021,8/30/2013 14:20,Spear at Folsom,49,8/30/2013 14:37,Townsend at 7th,65,317,Customer,94103
6258,1021,8/30/2013 17:48,Harry Bridges Plaza (Ferry Building),50,8/30/2013 18:05,Harry Bridges Plaza (Ferry Building),50,394,Customer,94707
6450,1021,8/30/2013 22:02,Powell at Post (Union Square),71,8/30/2013 22:19,Yerba Buena Center of the Arts (3rd @ Howard),68,367,Customer,94107
5121,1022,8/30/2013 6:38,Townsend at 7th,65,8/30/2013 6:55,Beale at Market,56,345,Subscriber,94107
5481,1023,8/30/2013 12:06,Harry Bridges Plaza (Ferry Building),50,8/30/2013 12:23,Commercial at Montgomery,45,386,Customer,92612
6090,1026,8/30/2013 16:22,Powell at Post (Union Square),71,8/30/2013 16:39,Clay at Battery,41,373,Customer,8024
6247,1029,8/30/2013 17:36,Embarcadero at Folsom,51,8/30/2013 17:53,San Francisco Caltrain 2 (330 Townsend),69,613,Subscriber,94105
6373,1032,8/30/2013 19:18,San Salvador at 1st,8,8/30/2013 19:35,SJSU - San Salvador at 9th,16,46,Customer,95112
5839,1036,8/30/2013 14:44,2nd at Townsend,61,8/30/2013 15:01,Embarcadero at Sansome,60,579,Customer,
6429,1040,8/30/2013 21:06,San Pedro Square,6,8/30/2013 21:24,Paseo de San Antonio,7,686,Customer,95112
5478,1044,8/30/2013 12:05,Harry Bridges Plaza (Ferry Building),50,8/30/2013 12:22,Commercial at Montgomery,45,606,Customer,92612
5546,1045,8/30/2013 12:42,San Mateo County Center,23,8/30/2013 12:59,Redwood City Public Library,24,177,Subscriber,94402
5132,1047,8/30/2013 7:19,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 7:37,Commercial at Montgomery,45,521,Subscriber,94070
5251,1049,8/30/2013 10:20,South Van Ness at Market,66,8/30/2013 10:37,2nd at Townsend,61,443,Subscriber,94127
5779,1049,8/30/2013 14:18,South Van Ness at Market,66,8/30/2013 14:35,Commercial at Montgomery,45,572,Subscriber,94114
5371,1052,8/30/2013 11:03,2nd at Folsom,62,8/30/2013 11:21,Harry Bridges Plaza (Ferry Building),50,385,Customer,85327
6315,1061,8/30/2013 18:28,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 18:45,Grant Avenue at Columbus Avenue,73,338,Subscriber,94133
6050,1062,8/30/2013 16:11,San Francisco Caltrain 2 (330 Townsend),69,8/30/2013 16:29,Civic Center BART (7th at Market),72,325,Customer,94118
6199,1066,8/30/2013 17:11,Grant Avenue at Columbus Avenue,73,8/30/2013 17:29,Townsend at 7th,65,338,Subscriber,94133
5778,1069,8/30/2013 14:17,South Van Ness at Market,66,8/30/2013 14:35,Commercial at Montgomery,45,395,Customer,94114
5370,1074,8/30/2013 11:03,2nd at Folsom,62,8/30/2013 11:21,Harry Bridges Plaza (Ferry Building),50,559,Customer,22201
5993,1077,8/30/2013 15:39,Embarcadero at Sansome,60,8/30/2013 15:56,Powell Street BART,39,390,Customer,93619
6024,1082,8/30/2013 15:59,Powell Street BART,39,8/30/2013 16:17,Davis at Jackson,42,602,Customer,94111
6349,1087,8/30/2013 18:52,Steuart at Market,74,8/30/2013 19:11,South Van Ness at Market,66,273,Subscriber,94111
5991,1094,8/30/2013 15:38,Embarcadero at Sansome,60,8/30/2013 15:57,Powell Street BART,39,608,Customer,93619
6025,1096,8/30/2013 15:59,Powell Street BART,39,8/30/2013 16:17,Davis at Jackson,42,608,Customer,94111
6241,1098,8/30/2013 17:25,Clay at Battery,41,8/30/2013 17:43,South Van Ness at Market,66,373,Subscriber,94115
5584,1107,8/30/2013 12:54,Market at Sansome,77,8/30/2013 13:12,Embarcadero at Sansome,60,387,Subscriber,94114
5569,1108,8/30/2013 12:48,Market at Sansome,77,8/30/2013 13:07,Davis at Jackson,42,594,Subscriber,94582
6287,1111,8/30/2013 18:09,Powell at Post (Union Square),71,8/30/2013 18:28,2nd at South Park,64,492,Customer,
5485,1114,8/30/2013 12:09,Market at Sansome,77,8/30/2013 12:28,2nd at South Park,64,633,Customer,94115
5910,1116,8/30/2013 15:14,South Van Ness at Market,66,8/30/2013 15:32,Market at 10th,67,626,Subscriber,94703
5461,1117,8/30/2013 11:59,Market at 10th,67,8/30/2013 12:17,Embarcadero at Vallejo,48,412,Customer,
5155,1120,8/30/2013 8:16,San Francisco City Hall,58,8/30/2013 8:35,2nd at Townsend,61,356,Subscriber,94115
6321,1120,8/30/2013 18:34,5th at Howard,57,8/30/2013 18:53,2nd at Townsend,61,565,Subscriber,94133
5148,1124,8/30/2013 8:06,South Van Ness at Market,66,8/30/2013 8:25,Clay at Battery,41,351,Subscriber,94115
5589,1125,8/30/2013 12:59,San Francisco City Hall,58,8/30/2013 13:17,Harry Bridges Plaza (Ferry Building),50,552,Subscriber,94102
6469,1126,8/30/2013 23:30,Howard at 2nd,63,8/30/2013 23:49,Howard at 2nd,63,368,Customer,92612
5773,1133,8/30/2013 14:15,Beale at Market,56,8/30/2013 14:34,South Van Ness at Market,66,626,Subscriber,94117
5886,1138,8/30/2013 15:10,Embarcadero at Bryant,54,8/30/2013 15:29,San Francisco Caltrain 2 (330 Townsend),69,603,Customer,
5769,1152,8/30/2013 14:15,Spear at Folsom,49,8/30/2013 14:34,San Francisco Caltrain 2 (330 Townsend),69,276,Subscriber,94010
6369,1155,8/30/2013 19:17,Park at Olive,38,8/30/2013 19:36,University and Emerson,35,150,Subscriber,94040
5545,1156,8/30/2013 12:38,Grant Avenue at Columbus Avenue,73,8/30/2013 12:57,Clay at Battery,41,425,Subscriber,94129
6236,1163,8/30/2013 17:24,Steuart at Market,74,8/30/2013 17:43,South Van Ness at Market,66,618,Customer,
6217,1165,8/30/2013 17:21,Market at 10th,67,8/30/2013 17:41,Temporary Transbay Terminal (Howard at Beale),55,572,Subscriber,94703
6468,1165,8/30/2013 23:30,Howard at 2nd,63,8/30/2013 23:49,Howard at 2nd,63,611,Customer,92612
5208,1168,8/30/2013 9:32,San Francisco Caltrain (Townsend at 4th),70,8/30/2013 9:52,Temporary Transbay Terminal (Howard at Beale),55,438,Customer,94025
6301,1169,8/30/2013 18:18,Clay at Battery,41,8/30/2013 18:37,Embarcadero at Vallejo,48,525,Subscriber,94115
6325,1172,8/30/2013 18:37,MLK Library,11,8/30/2013 18:57,San Pedro Square,6,640,Customer,93726
5567,1173,8/30/2013 12:48,Spear at Folsom,49,8/30/2013 13:07,South Van Ness at Market,66,323,Subscriber,94117
6324,1187,8/30/2013 18:37,MLK Library,11,8/30/2013 18:57,San Pedro Square,6,638,Customer,95112
5381,1190,8/30/2013 11:17,2nd at Townsend,61,8/30/2013 11:37,2nd at Folsom,62,505,Customer,94107
5524,1192,8/30/2013 12:22,South Van Ness at Market,66,8/30/2013 12:41,Commercial at Montgomery,45,520,Customer,94117
5840,1195,8/30/2013 14:44,Market at Sansome,77,8/30/2013 15:04,Market at Sansome,77,414,Customer,94127
5837,1196,8/30/2013 14:43,Commercial at Montgomery,45,8/30/2013 15:03,Harry Bridges Plaza (Ferry Building),50,625,Subscriber,94114
5378,1201,8/30/2013 11:14,Market at Sansome,77,8/30/2013 11:34,Beale at Market,56,401,Subscriber,94117
5836,1202,8/30/2013 14:43,Commercial at Montgomery,45,8/30/2013 15:03,Harry Bridges Plaza (Ferry Building),50,441,Subscriber,94114
5838,1207,8/30/2013 14:44,2nd at Townsend,61,8/30/2013 15:04,Embarcadero at Sansome,60,520,Customer,
5163,1209,8/30/2013 8:24,Harry Bridges Plaza (Ferry Building),50,8/30/2013 8:44,Embarcadero at Sansome,60,607,Customer,83714
6328,1209,8/30/2013 18:42,Embarcadero at Vallejo,48,8/30/2013 19:02,Mechanics Plaza (Market at Battery),75,525,Subscriber,94115
5585,1213,8/30/2013 12:55,2nd at South Park,64,8/30/2013 13:15,Clay at Battery,41,272,Subscriber,94109
5498,1214,8/30/2013 12:14,Harry Bridges Plaza (Ferry Building),50,8/30/2013 12:34,Embarcadero at Sansome,60,487,Customer,98126
5835,1214,8/30/2013 14:43,Commercial at Montgomery,45,8/30/2013 15:03,Harry Bridges Plaza (Ferry Building),50,636,Customer,94114
5202,1216,8/30/2013 9:18,South Van Ness at Market,66,8/30/2013 9:39,Harry Bridges Plaza (Ferry Building),50,270,Subscriber,94110
5581,1223,8/30/2013 12:52,Post at Kearney,47,8/30/2013 13:13,Harry Bridges Plaza (Ferry Building),50,627,Customer,92111
6331,1231,8/30/2013 18:42,University and Emerson,35,8/30/2013 19:03,University and Emerson,35,160,Subscriber,94612
5497,1235,8/30/2013 12:14,Harry Bridges Plaza (Ferry Building),50,8/30/2013 12:34,Embarcadero at Sansome,60,333,Customer,98126
5149,1238,8/30/2013 8:08,Harry Bridges Plaza (Ferry Building),50,8/30/2013 8:28,South Van Ness at Market,66,270,Subscriber,94945
6427,1239,8/30/2013 21:03,Embarcadero at Sansome,60,8/30/2013 21:24,Embarcadero at Sansome,60,324,Customer,
5988,1241,8/30/2013 15:35,South Van Ness at Market,66,8/30/2013 15:55,South Van Ness at Market,66,560,Subscriber,94703
5736,1247,8/30/2013 13:57,Commercial at Montgomery,45,8/30/2013 14:18,Howard at 2nd,63,345,Customer,94112
6467,1249,8/30/2013 23:28,Embarcadero at Sansome,60,8/30/2013 23:49,Harry Bridges Plaza (Ferry Building),50,439,Customer,
5197,1257,8/30/2013 9:06,Harry Bridges Plaza (Ferry Building),50,8/30/2013 9:27,South Van Ness at Market,66,508,Subscriber,94549
6281,1276,8/30/2013 18:07,Powell at Post (Union Square),71,8/30/2013 18:28,2nd at South Park,64,391,Customer,70129
6368,1278,8/30/2013 19:14,Mountain View City Hall,27,8/30/2013 19:36,Evelyn Park and Ride,30,151,Subscriber,94040
6465,1283,8/30/2013 23:27,Embarcadero at Sansome,60,8/30/2013 23:49,Harry Bridges Plaza (Ferry Building),50,324,Customer,70129
6280,1285,8/30/2013 18:07,Powell at Post (Union Square),71,8/30/2013 18:28,2nd at South Park,64,552,Customer,70129
5987,1298,8/30/2013 15:34,South Van Ness at Market,66,8/30/2013 15:56,South Van Ness at Market,66,320,Subscriber,94103
5874,1301,8/30/2013 15:07,Embarcadero at Bryant,54,8/30/2013 15:29,San Francisco Caltrain 2 (330 Townsend),69,368,Customer,
6426,1307,8/30/2013 20:54,Howard at 2nd,63,8/30/2013 21:16,Howard at 2nd,63,368,Customer,94105
6367,1308,8/30/2013 19:14,Mountain View City Hall,27,8/30/2013 19:36,Evelyn Park and Ride,30,48,Subscriber,94040
5416,1317,8/30/2013 11:38,Market at Sansome,77,8/30/2013 12:00,Embarcadero at Vallejo,48,290,Customer,33990
6263,1321,8/30/2013 17:52,Embarcadero at Bryant,54,8/30/2013 18:14,Powell Street BART,39,524,Customer,92612
6376,1323,8/30/2013 19:18,Howard at 2nd,63,8/30/2013 19:40,Embarcadero at Vallejo,48,369,Customer,70129
6375,1324,8/30/2013 19:18,Howard at 2nd,63,8/30/2013 19:40,Embarcadero at Vallejo,48,486,Customer,
6249,1328,8/30/2013 17:38,San Mateo County Center,23,8/30/2013 18:00,San Mateo County Center,23,222,Subscriber,94117
6374,1333,8/30/2013 19:18,Howard at 2nd,63,8/30/2013 19:40,Embarcadero at Vallejo,48,489,Customer,70129
5645,1344,8/30/2013 13:19,2nd at Townsend,61,8/30/2013 13:41,2nd at South Park,64,488,Subscriber,95032
5708,1349,8/30/2013 13:49,Embarcadero at Bryant,54,8/30/2013 14:12,Davis at Jackson,42,461,Customer,94110
6334,1352,8/30/2013 18:43,Powell Street BART,39,8/30/2013 19:06,Market at 4th,76,359,Subscriber,94102
5391,1356,8/30/2013 11:21,2nd at Townsend,61,8/30/2013 11:44,Harry Bridges Plaza (Ferry Building),50,416,Customer,98126
5808,1359,8/30/2013 14:30,Market at 10th,67,8/30/2013 14:53,Grant Avenue at Columbus Avenue,73,631,Customer,89052
5701,1361,8/30/2013 13:42,Embarcadero at Sansome,60,8/30/2013 14:05,Civic Center BART (7th at Market),72,384,Customer,94619
6262,1365,8/30/2013 17:52,Embarcadero at Bryant,54,8/30/2013 18:14,Powell Street BART,39,333,Customer,92612
5845,1373,8/30/2013 14:52,Harry Bridges Plaza (Ferry Building),50,8/30/2013 15:15,Embarcadero at Sansome,60,608,Customer,94606
6308,1405,8/30/2013 18:21,Steuart at Market,74,8/30/2013 18:45,Spear at Folsom,49,568,Subscriber,94114
6336,1406,8/30/2013 18:45,Spear at Folsom,49,8/30/2013 19:09,South Van Ness at Market,66,507,Subscriber,94114
6289,1415,8/30/2013 18:11,Embarcadero at Folsom,51,8/30/2013 18:34,San Francisco Caltrain 2 (330 Townsend),69,612,Customer,94105
6425,1415,8/30/2013 20:52,Howard at 2nd,63,8/30/2013 21:16,Howard at 2nd,63,386,Customer,94105
5607,1430,8/30/2013 13:10,Yerba Buena Center of the Arts (3rd @ Howard),68,8/30/2013 13:34,Yerba Buena Center of the Arts (3rd @ Howard),68,266,Subscriber,94401
5608,1433,8/30/2013 13:10,Yerba Buena Center of the Arts (3rd @ Howard),68,8/30/2013 13:34,Yerba Buena Center of the Arts (3rd @ Howard),68,621,Subscriber,94117
5174,1435,8/30/2013 8:34,Mountain View Caltrain Station,28,8/30/2013 8:58,San Antonio Caltrain Station,29,130,Subscriber,94041
5606,1436,8/30/2013 13:10,Yerba Buena Center of the Arts (3rd @ Howard),68,8/30/2013 13:34,Yerba Buena Center of the Arts (3rd @ Howard),68,573,Subscriber,94114
5150,1443,8/30/2013 8:08,South Van Ness at Market,66,8/30/2013 8:32,Temporary Transbay Terminal (Howard at Beale),55,397,Customer,94103
